"CustomerID","TypeOfService","SeviceDetails"
"Cust2065","HasPhoneService","1"
"Cust3439","TechnicalSupport","No internet service"
"Cust4335","StreamingTelevision","No internet service"
"Cust5990","StreamingTelevision","Yes"
"Cust2754","OnlineBackup","Yes"
"Cust5952","DeviceProtection","No internet service"
"Cust4813","DeviceProtection","No internet service"
"Cust4462","HasPhoneService","1"
"Cust4026","TechnicalSupport","Yes"
"Cust3864","StreamingMovies","Yes"
"Cust3806","OnlineSecurity","No internet service"
"Cust1780","DeviceProtection","No"
"Cust2782","HasPhoneService","0"
"Cust5965","InternetServiceCategory","Fiber optic"
"Cust3562","OnlineBackup","Yes"
"Cust3179","HasPhoneService","1"
"Cust6424","HasPhoneService","1"
"Cust4392","InternetServiceCategory","No"
"Cust3395","OnlineSecurity","Yes"
"Cust5649","TechnicalSupport","No"
"Cust2561","StreamingTelevision","No"
"Cust4828","HasPhoneService","0"
"Cust3137","StreamingTelevision","Yes"
"Cust6441","DeviceProtection","No"
"Cust2973","DeviceProtection","Yes"
"Cust2581","OnlineBackup","No"
"Cust2786","DeviceProtection","No"
"Cust1202","StreamingMovies","No internet service"
"Cust1749","MultipleLines","No"
"Cust3849","OnlineBackup","Yes"
"Cust6245","InternetServiceCategory","No"
"Cust2333","MultipleLines","Yes"
"Cust6453","InternetServiceCategory","Fiber optic"
"Cust2852","OnlineBackup","No"
"Cust6261","StreamingMovies","Yes"
"Cust5252","DeviceProtection","No internet service"
"Cust3618","HasPhoneService","1"
"Cust5789","InternetServiceCategory","DSL"
"Cust6366","MultipleLines","No"
"Cust2961","HasPhoneService","1"
"Cust1607","OnlineSecurity","Yes"
"Cust1978","StreamingMovies","Yes"
"Cust5870","HasPhoneService","1"
"Cust1276","TechnicalSupport","No"
"Cust6305","TechnicalSupport","Yes"
"Cust5997","OnlineBackup","Yes"
"Cust5256","StreamingTelevision","No internet service"
"Cust1976","OnlineBackup","Yes"
"Cust5941","DeviceProtection","No internet service"
"Cust1426","StreamingTelevision","Yes"
"Cust1982","InternetServiceCategory","No"
"Cust2720","OnlineBackup","Yes"
"Cust5711","TechnicalSupport","No internet service"
"Cust4939","StreamingMovies","No internet service"
"Cust3518","OnlineSecurity","No internet service"
"Cust3203","DeviceProtection","No"
"Cust6125","TechnicalSupport","No internet service"
"Cust2191","OnlineBackup","No"
"Cust2015","StreamingMovies","Yes"
"Cust3991","StreamingMovies","Yes"
"Cust4387","InternetServiceCategory","Fiber optic"
"Cust6445","DeviceProtection","No internet service"
"Cust1903","OnlineBackup","No internet service"
"Cust5221","TechnicalSupport","No"
"Cust3183","InternetServiceCategory","Fiber optic"
"Cust2135","InternetServiceCategory","DSL"
"Cust4435","HasPhoneService","1"
"Cust5713","InternetServiceCategory","Fiber optic"
"Cust1649","HasPhoneService","1"
"Cust4425","StreamingTelevision","Yes"
"Cust2801","HasPhoneService","1"
"Cust4261","HasPhoneService","1"
"Cust2354","StreamingMovies","No"
"Cust4854","InternetServiceCategory","DSL"
"Cust3989","OnlineSecurity","No"
"Cust4023","HasPhoneService","1"
"Cust2895","OnlineBackup","No internet service"
"Cust2304","MultipleLines","No"
"Cust5960","OnlineBackup","No"
"Cust1707","StreamingTelevision","No internet service"
"Cust2859","MultipleLines","Yes"
"Cust3888","TechnicalSupport","Yes"
"Cust2315","StreamingMovies","Yes"
"Cust2240","StreamingMovies","No"
"Cust2497","StreamingMovies","No"
"Cust6113","HasPhoneService","1"
"Cust1553","HasPhoneService","1"
"Cust5268","DeviceProtection","No"
"Cust2919","StreamingMovies","No"
"Cust2944","OnlineSecurity","Yes"
"Cust3233","DeviceProtection","Yes"
"Cust4414","StreamingTelevision","Yes"
"Cust3742","MultipleLines","No"
"Cust4567","DeviceProtection","Yes"
"Cust3894","StreamingTelevision","Yes"
"Cust4857","OnlineSecurity","Yes"
"Cust5361","TechnicalSupport","Yes"
"Cust2349","InternetServiceCategory","DSL"
"Cust4071","OnlineBackup","Yes"
"Cust6408","DeviceProtection","Yes"
"Cust4664","StreamingMovies","Yes"
"Cust6011","InternetServiceCategory","No"
"Cust1383","OnlineBackup","No"
"Cust2355","OnlineBackup","No internet service"
"Cust6448","MultipleLines","No"
"Cust5009","OnlineBackup","No"
"Cust6293","OnlineSecurity","No"
"Cust6163","OnlineSecurity","No"
"Cust1747","InternetServiceCategory","No"
"Cust6255","StreamingMovies","Yes"
"Cust3061","StreamingMovies","No internet service"
"Cust5506","StreamingTelevision","No internet service"
"Cust3823","InternetServiceCategory","DSL"
"Cust4002","OnlineBackup","No"
"Cust4118","StreamingTelevision","No internet service"
"Cust2960","DeviceProtection","No"
"Cust2932","HasPhoneService","1"
"Cust6215","MultipleLines","No"
"Cust3565","DeviceProtection","No"
"Cust6080","MultipleLines","No"
"Cust5336","OnlineBackup","Yes"
"Cust4556","TechnicalSupport","No"
"Cust6063","DeviceProtection","No"
"Cust4820","StreamingMovies","Yes"
"Cust4970","InternetServiceCategory","DSL"
"Cust2757","HasPhoneService","1"
"Cust1927","DeviceProtection","Yes"
"Cust3886","TechnicalSupport","No"
"Cust3571","HasPhoneService","1"
"Cust3305","StreamingMovies","Yes"
"Cust5946","InternetServiceCategory","Fiber optic"
"Cust3593","OnlineSecurity","No"
"Cust3157","StreamingTelevision","No"
"Cust5489","StreamingMovies","No"
"Cust3253","StreamingTelevision","No"
"Cust1254","OnlineSecurity","No"
"Cust2624","InternetServiceCategory","Fiber optic"
"Cust4852","HasPhoneService","1"
"Cust3763","MultipleLines","Yes"
"Cust2732","TechnicalSupport","Yes"
"Cust6120","StreamingMovies","No"
"Cust1364","StreamingMovies","Yes"
"Cust6316","StreamingMovies","No internet service"
"Cust4380","StreamingTelevision","No"
"Cust4031","InternetServiceCategory","Fiber optic"
"Cust5497","TechnicalSupport","No"
"Cust5616","StreamingTelevision","No internet service"
"Cust4075","DeviceProtection","Yes"
"Cust1887","HasPhoneService","1"
"Cust6114","StreamingMovies","No"
"Cust2530","TechnicalSupport","No"
"Cust4810","OnlineSecurity","No internet service"
"Cust5008","OnlineSecurity","No"
"Cust2699","OnlineBackup","No internet service"
"Cust2871","StreamingMovies","Yes"
"Cust5433","DeviceProtection","No"
"Cust3774","StreamingMovies","No"
"Cust5665","OnlineBackup","No internet service"
"Cust5715","TechnicalSupport","No"
"Cust2317","TechnicalSupport","No internet service"
"Cust5921","TechnicalSupport","No internet service"
"Cust3106","InternetServiceCategory","Fiber optic"
"Cust1380","OnlineSecurity","No internet service"
"Cust1387","StreamingTelevision","No internet service"
"Cust5791","TechnicalSupport","No"
"Cust1262","HasPhoneService","1"
"Cust1773","StreamingTelevision","No"
"Cust3566","OnlineSecurity","Yes"
"Cust5363","OnlineBackup","Yes"
"Cust2228","HasPhoneService","1"
"Cust5821","MultipleLines","Yes"
"Cust2022","StreamingMovies","No"
"Cust3059","MultipleLines","Yes"
"Cust2160","InternetServiceCategory","No"
"Cust6241","StreamingMovies","No"
"Cust4393","DeviceProtection","No"
"Cust2185","MultipleLines","No"
"Cust6162","OnlineSecurity","Yes"
"Cust5062","HasPhoneService","1"
"Cust2258","StreamingTelevision","Yes"
"Cust1307","HasPhoneService","1"
"Cust4108","OnlineBackup","Yes"
"Cust6258","OnlineSecurity","No"
"Cust1516","StreamingMovies","No"
"Cust4297","TechnicalSupport","No internet service"
"Cust3975","DeviceProtection","Yes"
"Cust4185","StreamingMovies","Yes"
"Cust3807","InternetServiceCategory","Fiber optic"
"Cust5055","StreamingMovies","Yes"
"Cust5818","InternetServiceCategory","No"
"Cust3045","HasPhoneService","1"
"Cust3441","OnlineBackup","No internet service"
"Cust5330","MultipleLines","No phone service"
"Cust6145","OnlineSecurity","No"
"Cust2359","DeviceProtection","No internet service"
"Cust4943","MultipleLines","Yes"
"Cust2186","TechnicalSupport","Yes"
"Cust5892","InternetServiceCategory","DSL"
"Cust5330","InternetServiceCategory","DSL"
"Cust2213","OnlineSecurity","No"
"Cust4638","InternetServiceCategory","DSL"
"Cust3727","MultipleLines","No"
"Cust4377","HasPhoneService","1"
"Cust1483","DeviceProtection","No internet service"
"Cust2919","OnlineBackup","No"
"Cust3563","OnlineSecurity","No"
"Cust3652","StreamingTelevision","No"
"Cust4927","InternetServiceCategory","DSL"
"Cust1216","InternetServiceCategory","Fiber optic"
"Cust2107","TechnicalSupport","No"
"Cust3724","HasPhoneService","1"
"Cust3804","StreamingMovies","No internet service"
"Cust2179","TechnicalSupport","Yes"
"Cust2728","OnlineBackup","Yes"
"Cust4889","HasPhoneService","1"
"Cust2823","StreamingTelevision","No"
"Cust6437","InternetServiceCategory","No"
"Cust1744","DeviceProtection","No"
"Cust2945","HasPhoneService","1"
"Cust3318","OnlineBackup","No internet service"
"Cust4585","TechnicalSupport","No"
"Cust4114","TechnicalSupport","Yes"
"Cust1782","HasPhoneService","1"
"Cust5109","OnlineBackup","Yes"
"Cust4935","StreamingMovies","No internet service"
"Cust5928","InternetServiceCategory","No"
"Cust6362","StreamingTelevision","No"
"Cust4279","TechnicalSupport","No"
"Cust3660","HasPhoneService","1"
"Cust1710","InternetServiceCategory","Fiber optic"
"Cust3714","InternetServiceCategory","No"
"Cust2645","HasPhoneService","1"
"Cust3967","StreamingMovies","Yes"
"Cust5406","StreamingTelevision","No"
"Cust2929","OnlineBackup","No"
"Cust4560","StreamingTelevision","No internet service"
"Cust2214","TechnicalSupport","No"
"Cust3101","OnlineSecurity","No internet service"
"Cust3604","OnlineSecurity","No"
"Cust5230","MultipleLines","No"
"Cust6403","HasPhoneService","1"
"Cust5157","StreamingTelevision","No"
"Cust2427","InternetServiceCategory","Fiber optic"
"Cust6383","DeviceProtection","Yes"
"Cust5865","OnlineSecurity","No internet service"
"Cust3606","OnlineSecurity","No"
"Cust5654","DeviceProtection","No internet service"
"Cust2804","OnlineBackup","No internet service"
"Cust5770","OnlineSecurity","No"
"Cust3104","HasPhoneService","1"
"Cust1595","InternetServiceCategory","DSL"
"Cust4776","OnlineSecurity","No"
"Cust3563","OnlineBackup","No"
"Cust6481","TechnicalSupport","No internet service"
"Cust1783","MultipleLines","Yes"
"Cust5690","OnlineBackup","No"
"Cust3683","MultipleLines","Yes"
"Cust4191","OnlineSecurity","No"
"Cust2693","HasPhoneService","1"
"Cust3198","DeviceProtection","Yes"
"Cust4807","StreamingTelevision","No internet service"
"Cust4923","TechnicalSupport","No"
"Cust2089","OnlineSecurity","Yes"
"Cust4558","StreamingTelevision","No"
"Cust2518","StreamingMovies","No internet service"
"Cust5951","InternetServiceCategory","No"
"Cust3895","TechnicalSupport","No"
"Cust5700","StreamingMovies","Yes"
"Cust2272","StreamingMovies","Yes"
"Cust3228","HasPhoneService","1"
"Cust1906","StreamingMovies","No internet service"
"Cust5907","StreamingMovies","Yes"
"Cust5566","OnlineBackup","Yes"
"Cust2018","StreamingTelevision","No internet service"
"Cust6023","StreamingTelevision","No"
"Cust6048","TechnicalSupport","No"
"Cust1476","StreamingTelevision","No internet service"
"Cust4064","DeviceProtection","No"
"Cust6374","HasPhoneService","1"
"Cust6352","StreamingTelevision","No"
"Cust3309","MultipleLines","No phone service"
"Cust6340","TechnicalSupport","No"
"Cust4999","StreamingTelevision","Yes"
"Cust1370","MultipleLines","Yes"
"Cust4761","TechnicalSupport","No"
"Cust1667","HasPhoneService","1"
"Cust1288","TechnicalSupport","No"
"Cust5987","StreamingTelevision","No internet service"
"Cust5891","OnlineSecurity","No"
"Cust6490","DeviceProtection","No"
"Cust3950","StreamingTelevision","No"
"Cust5948","DeviceProtection","Yes"
"Cust5936","InternetServiceCategory","No"
"Cust2016","MultipleLines","No phone service"
"Cust3113","OnlineSecurity","No"
"Cust5324","MultipleLines","No"
"Cust6152","MultipleLines","No"
"Cust4491","DeviceProtection","No internet service"
"Cust5137","TechnicalSupport","No"
"Cust6067","OnlineSecurity","Yes"
"Cust6225","DeviceProtection","No"
"Cust2487","HasPhoneService","1"
"Cust3997","HasPhoneService","1"
"Cust4679","HasPhoneService","1"
"Cust3203","HasPhoneService","1"
"Cust5339","TechnicalSupport","Yes"
"Cust1393","StreamingTelevision","Yes"
"Cust3845","StreamingTelevision","Yes"
"Cust3736","HasPhoneService","1"
"Cust4145","OnlineBackup","No internet service"
"Cust3312","MultipleLines","No"
"Cust6101","InternetServiceCategory","No"
"Cust1299","MultipleLines","No"
"Cust4953","HasPhoneService","1"
"Cust5705","DeviceProtection","No internet service"
"Cust5775","HasPhoneService","1"
"Cust1682","OnlineSecurity","No internet service"
"Cust2557","TechnicalSupport","No"
"Cust4566","OnlineBackup","No internet service"
"Cust5251","StreamingMovies","No"
"Cust3698","StreamingTelevision","Yes"
"Cust1670","DeviceProtection","No internet service"
"Cust4748","OnlineSecurity","No"
"Cust2378","StreamingTelevision","No"
"Cust4820","OnlineSecurity","No"
"Cust3330","InternetServiceCategory","Fiber optic"
"Cust3251","OnlineBackup","No"
"Cust3735","OnlineSecurity","No"
"Cust2498","InternetServiceCategory","Fiber optic"
"Cust6333","OnlineSecurity","Yes"
"Cust4366","HasPhoneService","1"
"Cust2204","OnlineBackup","No"
"Cust3681","TechnicalSupport","No internet service"
"Cust4648","HasPhoneService","1"
"Cust4067","StreamingTelevision","No internet service"
"Cust4886","HasPhoneService","1"
"Cust5641","OnlineBackup","No"
"Cust3139","MultipleLines","No phone service"
"Cust1557","OnlineSecurity","Yes"
"Cust5609","HasPhoneService","1"
"Cust5132","OnlineSecurity","Yes"
"Cust2320","MultipleLines","No"
"Cust3141","HasPhoneService","1"
"Cust5160","InternetServiceCategory","No"
"Cust3590","HasPhoneService","1"
"Cust1430","StreamingMovies","No internet service"
"Cust1991","StreamingTelevision","Yes"
"Cust3084","OnlineSecurity","No"
"Cust4341","InternetServiceCategory","No"
"Cust3530","StreamingTelevision","No"
"Cust5651","StreamingMovies","No internet service"
"Cust3741","OnlineBackup","No internet service"
"Cust4557","MultipleLines","No"
"Cust5459","MultipleLines","Yes"
"Cust1431","DeviceProtection","No internet service"
"Cust3021","InternetServiceCategory","Fiber optic"
"Cust5747","OnlineSecurity","Yes"
"Cust3799","TechnicalSupport","No"
"Cust4448","StreamingMovies","Yes"
"Cust3079","TechnicalSupport","No internet service"
"Cust3281","OnlineSecurity","Yes"
"Cust2105","DeviceProtection","Yes"
"Cust3879","HasPhoneService","1"
"Cust4668","StreamingTelevision","No internet service"
"Cust1704","MultipleLines","No"
"Cust5955","OnlineSecurity","No"
"Cust4351","DeviceProtection","Yes"
"Cust2842","StreamingTelevision","Yes"
"Cust1574","OnlineSecurity","No"
"Cust5943","DeviceProtection","Yes"
"Cust3628","InternetServiceCategory","Fiber optic"
"Cust2884","DeviceProtection","No"
"Cust5391","InternetServiceCategory","Fiber optic"
"Cust1770","InternetServiceCategory","DSL"
"Cust6108","OnlineSecurity","No"
"Cust5668","HasPhoneService","1"
"Cust2972","HasPhoneService","1"
"Cust6127","OnlineSecurity","No"
"Cust1266","OnlineBackup","Yes"
"Cust5437","OnlineBackup","No"
"Cust4598","TechnicalSupport","Yes"
"Cust1737","OnlineSecurity","No"
"Cust2690","MultipleLines","No"
"Cust3487","InternetServiceCategory","Fiber optic"
"Cust2252","HasPhoneService","1"
"Cust4587","TechnicalSupport","No"
"Cust2507","OnlineBackup","Yes"
"Cust1892","StreamingTelevision","No"
"Cust2573","MultipleLines","No"
"Cust5117","MultipleLines","No"
"Cust3457","OnlineBackup","No internet service"
"Cust5850","HasPhoneService","1"
"Cust2747","StreamingTelevision","No internet service"
"Cust4658","StreamingTelevision","No internet service"
"Cust4098","StreamingMovies","No"
"Cust6418","TechnicalSupport","No"
"Cust4106","StreamingMovies","No"
"Cust6075","OnlineBackup","No"
"Cust4884","OnlineSecurity","No"
"Cust2060","StreamingMovies","Yes"
"Cust4100","DeviceProtection","No"
"Cust4319","OnlineBackup","No internet service"
"Cust2844","StreamingTelevision","No"
"Cust4655","OnlineSecurity","Yes"
"Cust3859","DeviceProtection","Yes"
"Cust4850","OnlineBackup","Yes"
"Cust5326","MultipleLines","No phone service"
"Cust5213","StreamingMovies","No"
"Cust4584","MultipleLines","Yes"
"Cust5096","DeviceProtection","Yes"
"Cust6008","OnlineBackup","No"
"Cust4331","HasPhoneService","1"
"Cust5652","OnlineSecurity","No"
"Cust3158","DeviceProtection","Yes"
"Cust6121","DeviceProtection","Yes"
"Cust3525","OnlineBackup","No"
"Cust3340","StreamingTelevision","No internet service"
"Cust1903","MultipleLines","No"
"Cust3093","MultipleLines","No phone service"
"Cust3296","TechnicalSupport","Yes"
"Cust4133","OnlineSecurity","No internet service"
"Cust1361","StreamingMovies","Yes"
"Cust1388","HasPhoneService","1"
"Cust4032","StreamingTelevision","No internet service"
"Cust3819","OnlineBackup","Yes"
"Cust3814","OnlineSecurity","No internet service"
"Cust6149","HasPhoneService","1"
"Cust1463","OnlineBackup","No internet service"
"Cust3327","OnlineSecurity","Yes"
"Cust1644","StreamingMovies","Yes"
"Cust3871","TechnicalSupport","No"
"Cust5356","HasPhoneService","1"
"Cust3542","TechnicalSupport","No"
"Cust1805","InternetServiceCategory","Fiber optic"
"Cust5534","TechnicalSupport","No"
"Cust4164","MultipleLines","Yes"
"Cust1717","HasPhoneService","1"
"Cust3360","InternetServiceCategory","DSL"
"Cust4466","OnlineSecurity","Yes"
"Cust6240","MultipleLines","No"
"Cust5250","InternetServiceCategory","Fiber optic"
"Cust3304","HasPhoneService","1"
"Cust1261","MultipleLines","Yes"
"Cust3496","HasPhoneService","1"
"Cust2057","HasPhoneService","1"
"Cust2668","MultipleLines","Yes"
"Cust3401","DeviceProtection","Yes"
"Cust2588","TechnicalSupport","Yes"
"Cust2805","OnlineBackup","No"
"Cust4174","DeviceProtection","Yes"
"Cust6474","HasPhoneService","1"
"Cust5476","HasPhoneService","1"
"Cust2276","DeviceProtection","No"
"Cust2627","MultipleLines","Yes"
"Cust4519","MultipleLines","No"
"Cust4135","TechnicalSupport","Yes"
"Cust4929","StreamingMovies","No"
"Cust4631","TechnicalSupport","No"
"Cust2910","MultipleLines","No"
"Cust3190","OnlineBackup","No internet service"
"Cust3737","OnlineSecurity","No"
"Cust1687","StreamingTelevision","Yes"
"Cust6231","OnlineSecurity","No"
"Cust5359","DeviceProtection","No"
"Cust1918","OnlineSecurity","No"
"Cust5398","StreamingTelevision","Yes"
"Cust4611","MultipleLines","No"
"Cust6369","HasPhoneService","1"
"Cust4473","OnlineBackup","Yes"
"Cust2766","InternetServiceCategory","Fiber optic"
"Cust3613","InternetServiceCategory","No"
"Cust3156","DeviceProtection","No internet service"
